Image,Letter,Landmarks 
000428.png,A,"0.6768152713775635,0.6772560477256775,-6.043921985110501e-07,0.6904844045639038,0.5423638820648193,-0.024109598249197006,0.62061607837677,0.42720556259155273,-0.02534496784210205,0.549384355545044,0.37209707498550415,-0.025181110948324203,0.49947214126586914,0.3307911157608032,-0.020804578438401222,0.5070048570632935,0.4126757085323334,-0.010701078921556473,0.5269067287445068,0.37620460987091064,-0.04732266440987587,0.5798245072364807,0.4406307339668274,-0.0682629942893982,0.6190309524536133,0.49715352058410645,-0.07429897785186768,0.46836569905281067,0.47119811177253723,-0.006638479419052601,0.5196300148963928,0.4468964636325836,-0.040634285658597946,0.5787479281425476,0.5115953683853149,-0.04521150887012482,0.6214904189109802,0.560860812664032,-0.038145314902067184,0.45009857416152954,0.5390851497650146,-0.009152143262326717,0.5131262540817261,0.5231955647468567,-0.042928796261548996,0.5731558203697205,0.5754342675209045,-0.03834287449717522,0.6152364611625671,0.6148104071617126,-0.024248654022812843,0.44492673873901367,0.6109241843223572,-0.014597056433558464,0.5017185807228088,0.5957977771759033,-0.03968469426035881,0.5600847601890564,0.6252351403236389,-0.03997385874390602,0.5985584259033203,0.6455682516098022,-0.03057231567800045"
000429.png,A,"0.6846498250961304,0.6526932716369629,-5.78945559936983e-07,0.6821080446243286,0.537342369556427,-0.035065583884716034,0.6222615838050842,0.4315507411956787,-0.0487111359834671,0.556665301322937,0.3795313239097595,-0.0581587515771389,0.5067389607429504,0.3475143015384674,-0.06275299936532974,0.5012127757072449,0.4151797890663147,-0.03624232858419418,0.5222225189208984,0.3968852162361145,-0.08313856273889542,0.5755428075790405,0.45433929562568665,-0.10908064991235733,0.6163774132728577,0.5028941035270691,-0.1169402003288269,0.46674638986587524,0.48296719789505005,-0.02935418114066124,0.521070122718811,0.48381420969963074,-0.07428519427776337,0.5835282802581787,0.5366091728210449,-0.08204730600118637,0.6299940347671509,0.575262188911438,-0.07612432539463043,0.4544004797935486,0.556117057800293,-0.028816763311624527,0.5167090892791748,0.5601370930671692,-0.06708241254091263,0.5764478445053101,0.5940990447998047,-0.061172764748334885,0.6195117235183716,0.618504524230957,-0.0460607148706913,0.45753100514411926,0.6281074285507202,-0.03212900087237358,0.5052897930145264,0.6292526125907898,-0.05826020613312721,0.555381715297699,0.6494684815406799,-0.05670710653066635,0.5869460701942444,0.6603328585624695,-0.04557139426469803"
000430.png,A,"0.7120479941368103,0.6056033968925476,-4.3855231979250675e-07,0.6958337426185608,0.48597466945648193,-0.04379778727889061,0.614901065826416,0.3931439518928528,-0.058322351425886154,0.53515625,0.35409224033355713,-0.06716833263635635,0.46860796213150024,0.3308095932006836,-0.07071001082658768,0.49248844385147095,0.420477032661438,-0.03482113033533096,0.5149698257446289,0.40025028586387634,-0.08221233636140823,0.5765388607978821,0.44285815954208374,-0.1098032295703888,0.6226606369018555,0.4800628423690796,-0.11943869292736053,0.46808290481567383,0.4949646294116974,-0.02468853071331978,0.5185357928276062,0.4883579611778259,-0.0724402591586113,0.5892427563667297,0.5178660750389099,-0.08631344139575958,0.6415984630584717,0.5399782061576843,-0.08396108448505402,0.46909719705581665,0.5688180923461914,-0.02183166891336441,0.5286281704902649,0.5713029503822327,-0.06425277888774872,0.5943679809570312,0.5780580043792725,-0.0647541806101799,0.640659749507904,0.5836078524589539,-0.053373176604509354,0.48568418622016907,0.638114333152771,-0.023255009204149246,0.535185694694519,0.6383423209190369,-0.05544881895184517,0.5921260118484497,0.6329097747802734,-0.05969145521521568,0.6283770203590393,0.6247758865356445,-0.05201501399278641"
000431.png,A,"0.6895310878753662,0.6850960850715637,-6.5248690361841e-07,0.6844131350517273,0.5346951484680176,-0.04666680470108986,0.6181842684745789,0.42499929666519165,-0.060563452541828156,0.5441271066665649,0.37488412857055664,-0.07218126207590103,0.48287707567214966,0.3382527232170105,-0.07758156210184097,0.517084002494812,0.40164169669151306,-0.0127424830570817,0.4989526569843292,0.37680622935295105,-0.07587812095880508,0.5519346594810486,0.43515777587890625,-0.1134270578622818,0.5927254557609558,0.48797139525413513,-0.12734214961528778,0.47633659839630127,0.46909788250923157,-0.0071995933540165424,0.4824397563934326,0.4565938115119934,-0.07854501157999039,0.5557729601860046,0.5213890075683594,-0.1008782759308815,0.603842556476593,0.5638152360916138,-0.09749336540699005,0.4551753103733063,0.5417184829711914,-0.013310347683727741,0.46485286951065063,0.5322040319442749,-0.08469435572624207,0.5446689128875732,0.5841746926307678,-0.08289419114589691,0.5972030758857727,0.6199703812599182,-0.060637861490249634,0.4458528161048889,0.6181495189666748,-0.023570744320750237,0.45673102140426636,0.6064553260803223,-0.07555316388607025,0.5255685448646545,0.6392797827720642,-0.07425817102193832,0.5691056847572327,0.6594314575195312,-0.056581202894449234"
000432.png,A,"0.6795417666435242,0.644504964351654,-5.378724381444044e-07,0.6683468222618103,0.5064862966537476,-0.04001195356249809,0.6056768894195557,0.404954731464386,-0.06015656888484955,0.53960120677948,0.35824257135391235,-0.07490715384483337,0.49209725856781006,0.32581913471221924,-0.0841449648141861,0.48620179295539856,0.4182545244693756,-0.06472976505756378,0.5420961976051331,0.3924236595630646,-0.12047674506902695,0.6014111638069153,0.44286325573921204,-0.14631713926792145,0.6338567733764648,0.48539334535598755,-0.15425214171409607,0.46388304233551025,0.49289408326148987,-0.05891108885407448,0.5551328659057617,0.4754596948623657,-0.10947659611701965,0.6122884750366211,0.5219571590423584,-0.11550988256931305,0.6390879154205322,0.5550341606140137,-0.11180535703897476,0.46423643827438354,0.5638960003852844,-0.05892627313733101,0.5600878596305847,0.5586477518081665,-0.1009964793920517,0.6094796657562256,0.5827947854995728,-0.09587399661540985,0.631048321723938,0.598038375377655,-0.08420655876398087,0.4774189293384552,0.63111412525177,-0.06320933997631073,0.5498650670051575,0.624738872051239,-0.08869987726211548,0.5954728722572327,0.6291986107826233,-0.0876806378364563,0.6145157217979431,0.6290441751480103,-0.07975568622350693"
000433.png,A,"0.6897448897361755,0.6333281993865967,-6.017560281179613e-07,0.6875833868980408,0.5065410733222961,-0.03767796978354454,0.6129961609840393,0.40942174196243286,-0.04974505677819252,0.5379815697669983,0.36876380443573,-0.056979741901159286,0.4888012707233429,0.33490821719169617,-0.059426337480545044,0.4949527084827423,0.41892287135124207,-0.042956504970788956,0.5242981910705566,0.3774164915084839,-0.09155348688364029,0.5858554840087891,0.4273013472557068,-0.11491495370864868,0.6240819096565247,0.47274887561798096,-0.12184558808803558,0.46634238958358765,0.48705604672431946,-0.03624747693538666,0.5310161709785461,0.45707976818084717,-0.08297090232372284,0.5961520671844482,0.5065767765045166,-0.08962571620941162,0.6318331956863403,0.5419904589653015,-0.08390191197395325,0.4614248275756836,0.556433379650116,-0.03627309575676918,0.5396134853363037,0.5417199730873108,-0.0804067999124527,0.5997077822685242,0.5747891068458557,-0.0778690055012703,0.6314294934272766,0.5955737829208374,-0.0656617060303688,0.4695814847946167,0.6278421878814697,-0.03983504697680473,0.5387038588523865,0.6144401431083679,-0.07106055319309235,0.5990807414054871,0.6257969737052917,-0.07328008860349655,0.6323458552360535,0.628950834274292,-0.06569351255893707"
000434.png,A,"0.6884502172470093,0.6409478783607483,-6.82650352246128e-07,0.683630645275116,0.5230536460876465,-0.0351458303630352,0.6181874871253967,0.41914528608322144,-0.04465147480368614,0.5458178520202637,0.3688594400882721,-0.04960200563073158,0.4874837100505829,0.3354805111885071,-0.05046919360756874,0.4995657801628113,0.41164377331733704,-0.02398635819554329,0.5193644165992737,0.4084472954273224,-0.06472752243280411,0.5782192945480347,0.4586784541606903,-0.09082458168268204,0.6213751435279846,0.5015081763267517,-0.10009344667196274,0.46427446603775024,0.47759175300598145,-0.015562741085886955,0.5060145854949951,0.49612292647361755,-0.05530092492699623,0.5761001110076904,0.5395044684410095,-0.06718793511390686,0.6287084221839905,0.5693066716194153,-0.06405162811279297,0.45246052742004395,0.5502432584762573,-0.013115382753312588,0.5011425018310547,0.5771860480308533,-0.04930185154080391,0.5723639130592346,0.6030094623565674,-0.04675302281975746,0.6242045164108276,0.6200172305107117,-0.0334341861307621,0.4572729468345642,0.6228004097938538,-0.01433442160487175,0.502270519733429,0.6498792767524719,-0.042093370109796524,0.5593035221099854,0.659802258014679,-0.04319974407553673,0.5964280962944031,0.6589314937591553,-0.03308333829045296"
000435.png,A,"0.7099926471710205,0.5926339626312256,-3.7853789081054856e-07,0.6925073266029358,0.47413554787635803,-0.030235111713409424,0.6047680974006653,0.39002618193626404,-0.035946622490882874,0.5243998765945435,0.36561939120292664,-0.04046403244137764,0.46243253350257874,0.34511762857437134,-0.040333740413188934,0.48684847354888916,0.4168420732021332,-0.009908097796142101,0.49274182319641113,0.38255494832992554,-0.05585739016532898,0.5529814958572388,0.4184340834617615,-0.08365084230899811,0.6036002039909363,0.4549724757671356,-0.0922977477312088,0.4626137614250183,0.4864903688430786,-0.006515202112495899,0.4957530200481415,0.45814386010169983,-0.05451107397675514,0.5635471343994141,0.48801952600479126,-0.0688980296254158,0.6199371218681335,0.5109146237373352,-0.06424456834793091,0.46074360609054565,0.5568912029266357,-0.010792264714837074,0.5121355652809143,0.5436340570449829,-0.054130181670188904,0.5803704261779785,0.5601891279220581,-0.054687902331352234,0.6320741772651672,0.5704516768455505,-0.0408126525580883,0.4730353355407715,0.6271323561668396,-0.018765360116958618,0.5297296047210693,0.6186171174049377,-0.05011143535375595,0.5888873934745789,0.6222304105758667,-0.054101865738630295,0.6271951794624329,0.617397665977478,-0.04524712637066841"
000436.png,A,"0.7003719210624695,0.6596795320510864,-6.315908080978261e-07,0.686997652053833,0.5388868451118469,-0.06310634315013885,0.6284400820732117,0.4363362789154053,-0.08789540082216263,0.5497143268585205,0.38504791259765625,-0.10469062626361847,0.4832017123699188,0.3486995995044708,-0.1165340319275856,0.5150166153907776,0.4221383333206177,-0.036548715084791183,0.48132088780403137,0.43436726927757263,-0.09569192677736282,0.537290096282959,0.49302488565444946,-0.13505825400352478,0.5889714956283569,0.5366557836532593,-0.15096323192119598,0.48023906350135803,0.4918156862258911,-0.01844274438917637,0.4713268280029297,0.5202561020851135,-0.08195828646421432,0.5487167239189148,0.5726712346076965,-0.10498593747615814,0.6105664968490601,0.5986335873603821,-0.10457560420036316,0.4641346037387848,0.5620956420898438,-0.010792408138513565,0.4657093286514282,0.5927762985229492,-0.07046911120414734,0.5414833426475525,0.6294508576393127,-0.07208956032991409,0.6039860248565674,0.643492579460144,-0.05538519099354744,0.46176427602767944,0.6309103965759277,-0.008419143967330456,0.46732935309410095,0.6615476012229919,-0.05323871970176697,0.5289249420166016,0.681004524230957,-0.05622284859418869,0.5768659710884094,0.6790496706962585,-0.043128181248903275"
000437.png,A,"0.6710480451583862,0.6605095267295837,-7.319020483009808e-07,0.6632189154624939,0.525794506072998,-0.024253038689494133,0.6067067980766296,0.42725929617881775,-0.03443027660250664,0.5486659407615662,0.37377768754959106,-0.04433280974626541,0.5028376579284668,0.33491072058677673,-0.050856515765190125,0.48946982622146606,0.44123417139053345,-0.025852708145976067,0.5501713752746582,0.39437925815582275,-0.0699968934059143,0.6043758988380432,0.44327858090400696,-0.09753832221031189,0.6293157339096069,0.487383097410202,-0.11045604199171066,0.4676626920700073,0.5025337934494019,-0.027090048417448997,0.5591109395027161,0.4651917815208435,-0.06508820503950119,0.6125374436378479,0.5205321907997131,-0.07513924688100815,0.6332300901412964,0.5628805160522461,-0.07632394134998322,0.4679827392101288,0.563136875629425,-0.033687323331832886,0.5623656511306763,0.5379410982131958,-0.06951078772544861,0.6102765798568726,0.5793576836585999,-0.06844848394393921,0.6276167631149292,0.6090643405914307,-0.06056448444724083,0.48229503631591797,0.6259579658508301,-0.043323516845703125,0.5616478323936462,0.613074541091919,-0.0662924200296402,0.6051955223083496,0.631650447845459,-0.066278837621212,0.6196115016937256,0.6452083587646484,-0.0599014051258564"
000438.png,A,"0.6919645071029663,0.6336800456047058,-5.733072043767606e-07,0.6906489133834839,0.5184420943260193,-0.03475131094455719,0.6159840822219849,0.41965559124946594,-0.04356982558965683,0.5427004098892212,0.37140554189682007,-0.04863142594695091,0.48817330598831177,0.33191412687301636,-0.049132734537124634,0.4986635744571686,0.42203813791275024,-0.026828043162822723,0.5194253921508789,0.38641679286956787,-0.07132769376039505,0.5782972574234009,0.43905109167099,-0.09657280147075653,0.6207365393638611,0.49048513174057007,-0.10422961413860321,0.4660613536834717,0.48697319626808167,-0.019783420488238335,0.5222445726394653,0.4672160744667053,-0.06001846492290497,0.5875510573387146,0.5161731839179993,-0.06789092719554901,0.630355179309845,0.5545797348022461,-0.06257044523954391,0.45822614431381226,0.5576232075691223,-0.019813211634755135,0.527218222618103,0.5480911135673523,-0.05942058563232422,0.5926063656806946,0.5818006992340088,-0.05657793581485748,0.6343144178390503,0.606366753578186,-0.04302985221147537,0.46611616015434265,0.6305397748947144,-0.023324111476540565,0.5228130221366882,0.6233687400817871,-0.05236757919192314,0.5811923742294312,0.6347888708114624,-0.05342928320169449,0.6169957518577576,0.6396572589874268,-0.04386548325419426"
000439.png,A,"0.6541714668273926,0.7076255083084106,-8.511439091307693e-07,0.6568171977996826,0.5549135208129883,-0.025253910571336746,0.6095598936080933,0.44594618678092957,-0.03763580694794655,0.5573458075523376,0.38428908586502075,-0.049516625702381134,0.5187677145004272,0.3289639353752136,-0.05893746763467789,0.5068531036376953,0.4239240288734436,-0.03341091796755791,0.5530411601066589,0.3915420174598694,-0.08434534072875977,0.5991339683532715,0.4642794728279114,-0.1185617670416832,0.6271666288375854,0.5251019597053528,-0.13627944886684418,0.4691201150417328,0.47341227531433105,-0.03679250553250313,0.5455734133720398,0.4614853262901306,-0.0892888754606247,0.5923606157302856,0.5475350618362427,-0.10642802715301514,0.6243881583213806,0.6123621463775635,-0.10967852175235748,0.4520057141780853,0.5326015949249268,-0.04576296731829643,0.5379117131233215,0.537510335445404,-0.0934789702296257,0.5815147757530212,0.6089978218078613,-0.0970146656036377,0.6089950203895569,0.6604976654052734,-0.08981127291917801,0.446538507938385,0.600925862789154,-0.05775944143533707,0.5193984508514404,0.609569787979126,-0.09103391319513321,0.567986011505127,0.6523120403289795,-0.0950206071138382,0.5958127379417419,0.6750490665435791,-0.09002942591905594"
000440.png,A,"0.7122315168380737,0.5817233324050903,-1.5305573697332875e-07,0.692099928855896,0.4605046510696411,-0.0254744254052639,0.5963519215583801,0.3752286434173584,-0.02849193848669529,0.5103484392166138,0.35724201798439026,-0.03375549614429474,0.44913601875305176,0.3513966202735901,-0.03431966155767441,0.515841007232666,0.40702807903289795,0.005086256191134453,0.46540313959121704,0.3970794379711151,-0.04376496002078056,0.5243693590164185,0.4256708025932312,-0.07186957448720932,0.5771175026893616,0.440055251121521,-0.0810541957616806,0.5038760304450989,0.4878092408180237,0.0017352281138300896,0.4601866900920868,0.48526954650878906,-0.05811411514878273,0.5406646728515625,0.49717846512794495,-0.07825150340795517,0.6020984649658203,0.5023334622383118,-0.07588415592908859,0.5035541653633118,0.5635792016983032,-0.009768737480044365,0.4696844220161438,0.5694791674613953,-0.0718325674533844,0.5584443807601929,0.5733180642127991,-0.07153599709272385,0.6209401488304138,0.5712499022483826,-0.05270001292228699,0.5142887234687805,0.6372030973434448,-0.023140789940953255,0.49582087993621826,0.6432974338531494,-0.06833717226982117,0.5621572732925415,0.6377794146537781,-0.07008326798677444,0.6127862930297852,0.6225108504295349,-0.058137197047472"
000441.png,A,"0.7181849479675293,0.5733580589294434,-6.207022806847817e-07,0.6865957975387573,0.4465104639530182,-0.04270368814468384,0.596808135509491,0.3769809603691101,-0.05716570466756821,0.5125267505645752,0.35864895582199097,-0.06710434705018997,0.4427635669708252,0.34892749786376953,-0.07195217162370682,0.47791916131973267,0.42208194732666016,-0.033584851771593094,0.4993904232978821,0.4047212600708008,-0.08760185539722443,0.5701332688331604,0.4349789321422577,-0.12024442851543427,0.6186522841453552,0.45810890197753906,-0.13233183324337006,0.4630105495452881,0.5001586675643921,-0.024724408984184265,0.5143238306045532,0.4861871302127838,-0.0792967677116394,0.5891172289848328,0.505790114402771,-0.09552044421434402,0.6427141427993774,0.5176787376403809,-0.09305914491415024,0.4708198308944702,0.5718730092048645,-0.023824281990528107,0.5350291728973389,0.5638577938079834,-0.07182209938764572,0.6018496751785278,0.5617288947105408,-0.07297685742378235,0.6476665735244751,0.5553120970726013,-0.060092803090810776,0.49281054735183716,0.6353263258934021,-0.027356477454304695,0.5517969131469727,0.6288192272186279,-0.06267061829566956,0.6088316440582275,0.616671621799469,-0.06855811923742294,0.6431210041046143,0.5993393659591675,-0.060974426567554474"
000442.png,A,"0.6948803067207336,0.6689550876617432,-7.931262189231347e-07,0.687121570110321,0.5270531177520752,-0.029494736343622208,0.617824912071228,0.41937971115112305,-0.03531864657998085,0.5456646084785461,0.37062013149261475,-0.039069779217243195,0.4891408085823059,0.334099680185318,-0.03771516680717468,0.5160145163536072,0.4092220962047577,-0.0008812067098915577,0.5024520754814148,0.3604627847671509,-0.03661886975169182,0.5581461191177368,0.4146639406681061,-0.06049882620573044,0.6044566631317139,0.46517273783683777,-0.0692189484834671,0.4784592092037201,0.4700841009616852,0.004934557713568211,0.4873371720314026,0.4354153275489807,-0.032931338995695114,0.556875467300415,0.4956165552139282,-0.04383596405386925,0.6080877780914307,0.5379176735877991,-0.039024319499731064,0.45899584889411926,0.5397257804870605,0.003270791843533516,0.4797472357749939,0.5154932141304016,-0.032430198043584824,0.5493565797805786,0.5604119300842285,-0.028381548821926117,0.5986019968986511,0.592205286026001,-0.013047369197010994,0.45343825221061707,0.6108133792877197,-0.0015625152736902237,0.46954289078712463,0.5859541296958923,-0.023262249305844307,0.529431939125061,0.611655592918396,-0.017273930832743645,0.568064272403717,0.6294755339622498,-0.0033419469837099314"
000443.png,A,"0.6704503893852234,0.6855747699737549,-7.692698886785365e-07,0.6715130805969238,0.5580236911773682,-0.03308207914233208,0.628415584564209,0.44293686747550964,-0.04772736132144928,0.5708609223365784,0.3730299472808838,-0.059900879859924316,0.5198140740394592,0.3280636668205261,-0.06776577979326248,0.5140426158905029,0.4135473072528839,-0.036457497626543045,0.5444124341011047,0.3933802545070648,-0.08378037810325623,0.5939527750015259,0.4571731984615326,-0.11164241284132004,0.6255958080291748,0.5044471621513367,-0.1224614605307579,0.4739393889904022,0.47167423367500305,-0.03195974975824356,0.5527117252349854,0.49658989906311035,-0.0719602033495903,0.6036231517791748,0.5542886257171631,-0.08270543068647385,0.631439208984375,0.5837598443031311,-0.083051398396492,0.45557233691215515,0.5379951000213623,-0.03351661562919617,0.5481578707695007,0.5722833275794983,-0.06969521194696426,0.5954741835594177,0.6122284531593323,-0.06896764785051346,0.6208604574203491,0.6293866038322449,-0.06070210412144661,0.45016053318977356,0.6088770627975464,-0.03894198685884476,0.5280801057815552,0.6370109915733337,-0.06171242520213127,0.5791803002357483,0.661382257938385,-0.06150857359170914,0.6056532859802246,0.6662861108779907,-0.0534101240336895"
000444.png,A,"0.7122025489807129,0.5596924424171448,1.6828455784434482e-07,0.6738799810409546,0.4136054515838623,-0.03934359923005104,0.5831451416015625,0.355476051568985,-0.06825823336839676,0.4996239244937897,0.34822678565979004,-0.09368844330310822,0.43052297830581665,0.35193657875061035,-0.11354592442512512,0.48636171221733093,0.411050021648407,-0.09527008980512619,0.4909672737121582,0.37979596853256226,-0.16936126351356506,0.5606803297996521,0.3990277051925659,-0.19758734107017517,0.5983801484107971,0.4160360097885132,-0.20707805454730988,0.4815034866333008,0.491793155670166,-0.10159838199615479,0.5039788484573364,0.46211713552474976,-0.18856622278690338,0.5807120203971863,0.46056991815567017,-0.20284008979797363,0.6273357272148132,0.46610012650489807,-0.1999914050102234,0.4970284700393677,0.564358651638031,-0.11298718303442001,0.5263750553131104,0.542387843132019,-0.19326743483543396,0.6042748689651489,0.526296854019165,-0.18598419427871704,0.6518305540084839,0.5188243985176086,-0.16638287901878357,0.5187230110168457,0.6260546445846558,-0.12700065970420837,0.5517414212226868,0.5997654795646667,-0.1885194033384323,0.610381007194519,0.5806890726089478,-0.1941099315881729,0.6473506093025208,0.5614660978317261,-0.1865430474281311"
000445.png,A,"0.709021806716919,0.5816242098808289,-6.518854434034438e-07,0.6825850009918213,0.4564441442489624,-0.02267354354262352,0.5958921909332275,0.3857060670852661,-0.026464024558663368,0.5198315382003784,0.3652513027191162,-0.0293769259005785,0.46433883905410767,0.34717512130737305,-0.028392989188432693,0.48626118898391724,0.42601826786994934,-0.011954852379858494,0.49983885884284973,0.36278069019317627,-0.05056906118988991,0.5644861459732056,0.39321663975715637,-0.07221902161836624,0.6150932908058167,0.43222320079803467,-0.07830701768398285,0.46641016006469727,0.49493110179901123,-0.009450854733586311,0.5145233273506165,0.4313463866710663,-0.04495638608932495,0.5864818096160889,0.468788743019104,-0.05075773596763611,0.63555508852005,0.502504825592041,-0.04504707455635071,0.46780920028686523,0.5611790418624878,-0.013211646117269993,0.5285586714744568,0.5035088658332825,-0.05011175572872162,0.5980034470558167,0.531724214553833,-0.04726702719926834,0.6447294354438782,0.5561925172805786,-0.03418407216668129,0.48323947191238403,0.6264296770095825,-0.019339870661497116,0.5362723469734192,0.5761129856109619,-0.04552565887570381,0.598494291305542,0.5807598233222961,-0.04539462551474571,0.6381056904792786,0.5886914730072021,-0.035871099680662155"
000446.png,A,"0.6633210182189941,0.6621114015579224,-8.142670253619144e-07,0.6726796627044678,0.5425289869308472,-0.062459081411361694,0.6253199577331543,0.43635106086730957,-0.09181957691907883,0.5613528490066528,0.3791016936302185,-0.11065244674682617,0.5078271627426147,0.33265990018844604,-0.12360178679227829,0.5071049928665161,0.40971624851226807,-0.08708769828081131,0.5430381894111633,0.42300188541412354,-0.1548094004392624,0.5956516861915588,0.48622646927833557,-0.19169771671295166,0.6261957883834839,0.5353887677192688,-0.20735645294189453,0.4675363302230835,0.4778216779232025,-0.07159555703401566,0.5354987978935242,0.5207055807113647,-0.1374155879020691,0.5913117527961731,0.5749529600143433,-0.15120023488998413,0.6239756941795349,0.6063564419746399,-0.14977723360061646,0.45269784331321716,0.5491341948509216,-0.06373666226863861,0.5255680084228516,0.595734715461731,-0.121487095952034,0.5813081860542297,0.6242841482162476,-0.11766279488801956,0.6124604344367981,0.6381413340568542,-0.10349081456661224,0.4508705139160156,0.61905437707901,-0.06166132166981697,0.5154679417610168,0.6598007678985596,-0.10302045941352844,0.5669177174568176,0.673844575881958,-0.10679928958415985,0.5908564925193787,0.6695290207862854,-0.09879720956087112"
000447.png,A,"0.6797188520431519,0.6144996285438538,-4.7242636469491117e-07,0.6812182068824768,0.5017251372337341,-0.04452359303832054,0.6198474168777466,0.4119974970817566,-0.064421646296978,0.5512458086013794,0.37229955196380615,-0.07762335240840912,0.49752718210220337,0.33392778038978577,-0.08560523390769958,0.4976671040058136,0.413449227809906,-0.05983927473425865,0.5364870429039001,0.39734143018722534,-0.11303231120109558,0.5948911309242249,0.44655168056488037,-0.13941262662410736,0.6356201767921448,0.4884726405143738,-0.14786826074123383,0.47021234035491943,0.4871707260608673,-0.052279263734817505,0.5386158227920532,0.48348069190979004,-0.1040935143828392,0.600971519947052,0.5231122374534607,-0.11343824118375778,0.6409471035003662,0.5519551634788513,-0.11006041616201401,0.4678753912448883,0.5624335408210754,-0.05100765451788902,0.5344530940055847,0.5691167116165161,-0.09804827719926834,0.5941595435142517,0.5861361026763916,-0.09436685591936111,0.6316601037979126,0.5956377387046814,-0.08176861703395844,0.48228469491004944,0.6365026235580444,-0.053789883852005005,0.5310736894607544,0.6379883885383606,-0.08990282565355301,0.5869333744049072,0.6390424370765686,-0.09160162508487701,0.6208142638206482,0.6342532634735107,-0.08301930129528046"
000448.png,A,"0.6614683270454407,0.6608405113220215,-6.765521902707405e-07,0.6686569452285767,0.5521173477172852,-0.0456162691116333,0.6262496113777161,0.44142594933509827,-0.06482855975627899,0.5705291032791138,0.38110941648483276,-0.0779445469379425,0.5199878811836243,0.3358790874481201,-0.08898650854825974,0.5032766461372375,0.4190016984939575,-0.045261889696121216,0.5547842979431152,0.42058032751083374,-0.09323534369468689,0.5970597863197327,0.482852041721344,-0.1295248419046402,0.624376118183136,0.538813591003418,-0.1478022336959839,0.46547430753707886,0.4791725277900696,-0.035940080881118774,0.5398066639900208,0.503073513507843,-0.07919683307409286,0.5904536247253418,0.5652132034301758,-0.09707645326852798,0.6299935579299927,0.6095130443572998,-0.10191907733678818,0.45155537128448486,0.5493035912513733,-0.0327562652528286,0.524975061416626,0.5776729583740234,-0.0706796646118164,0.5721966624259949,0.6197192072868347,-0.07330545037984848,0.6100702285766602,0.6478304862976074,-0.06679435074329376,0.4548725187778473,0.6238020658493042,-0.03435494005680084,0.5123908519744873,0.6537492275238037,-0.06281095743179321,0.5589762926101685,0.6738361120223999,-0.06498700380325317,0.5908814668655396,0.6788306832313538,-0.057826146483421326"
000449.png,A,"0.6074737906455994,0.7143340110778809,-7.173469498411578e-07,0.6305887699127197,0.5784181356430054,-0.02177959494292736,0.605613648891449,0.47568702697753906,-0.04525257274508476,0.567812442779541,0.40948763489723206,-0.06788361817598343,0.5408935546875,0.34596723318099976,-0.08812374621629715,0.5096754431724548,0.43057721853256226,-0.0803787112236023,0.5690281987190247,0.39888057112693787,-0.1383572518825531,0.6086362600326538,0.4739414155483246,-0.16243226826190948,0.6232103705406189,0.5346860885620117,-0.17505671083927155,0.47817322611808777,0.4768950641155243,-0.09532216191291809,0.5627366304397583,0.46971553564071655,-0.15989772975444794,0.5997295379638672,0.5541121959686279,-0.16846288740634918,0.6124669909477234,0.6145943403244019,-0.16837537288665771,0.4636600613594055,0.5348144769668579,-0.11280841380357742,0.5449736714363098,0.5504707098007202,-0.17148646712303162,0.5844385623931885,0.6198583841323853,-0.1611359566450119,0.597874104976654,0.6635178923606873,-0.1477009356021881,0.4570560157299042,0.5990526080131531,-0.13240276277065277,0.5302866101264954,0.6218705773353577,-0.18036818504333496,0.576582670211792,0.6640831828117371,-0.1811094582080841,0.5973314046859741,0.6792010068893433,-0.1743059754371643"
000452.png,A,"0.7277994751930237,0.42059996724128723,-4.2693574187069316e-07,0.662189781665802,0.33560699224472046,-0.027855461463332176,0.5461047291755676,0.3205239176750183,-0.03088678978383541,0.4667900800704956,0.3576037287712097,-0.03516712039709091,0.40682804584503174,0.38806867599487305,-0.034865111112594604,0.48311734199523926,0.40550392866134644,0.004230715334415436,0.4281933903694153,0.40999096632003784,-0.04047059640288353,0.49327367544174194,0.39504528045654297,-0.06600404530763626,0.5521620512008667,0.38195544481277466,-0.07259763777256012,0.49903711676597595,0.4814468324184418,0.004386334680020809,0.4500800371170044,0.4853909909725189,-0.04656388238072395,0.5292149782180786,0.4492741823196411,-0.06090239807963371,0.5906890034675598,0.4260176122188568,-0.05458233132958412,0.5241190791130066,0.5512906312942505,-0.003883175551891327,0.4821474850177765,0.5542256832122803,-0.05788790062069893,0.5626465082168579,0.5045199394226074,-0.052383389323949814,0.6211777925491333,0.47771674394607544,-0.03017375059425831,0.558491587638855,0.6151440143585205,-0.01415672805160284,0.5149633884429932,0.6089094281196594,-0.05535470321774483,0.5725633502006531,0.5612354874610901,-0.04941286891698837,0.620218813419342,0.5348226428031921,-0.0308799147605896"
